carrier_code,destination,dep_hour,day_of_week,temp_c,wind_speed_kph,visibility_km,diversion_rate_carrier
DL,Other,9,7,3.9,147.6,16.0,0.00253293406
DL,DEN,8,3,12.2,75.6,16.1,0.00253293406
NK,EWR,20,6,25.0,334.8,16.1,0.001815614282
DL,PBI,16,4,18.9,111.6,16.1,0.00253293406
DL,PIT,10,1,6.1,223.2,16.1,0.00253293406
DL,MCI,12,6,15.6,111.6,16.0,0.00253293406
DL,CLE,14,4,13.9,241.2,16.1,0.00253293406
DL,MCO,17,1,15.0,75.6,16.1,0.00253293406
F9,LAS,7,1,7.2,259.2,16.1,0.002440836251
DL,OKC,22,7,9.4,223.2,16.1,0.00253293406
DL,VPS,22,4,20.6,147.6,16.1,0.00253293406
NK,LAS,13,1,15.0,183.6,11.3,0.001815614282
DL,DFW,9,5,14.4,75.6,16.0,0.00253293406
DL,DTW,18,4,20.6,165.6,16.0,0.00253293406
DL,MCO,19,1,16.7,129.6,16.1,0.00253293406
AA,MIA,5,2,12.2,129.6,16.1,0.00288359019
DL,Other,21,4,22.8,93.6,16.1,0.00253293406
DL,Other,21,2,24.0,129.6,16.0,0.00253293406
DL,SLC,10,7,11.7,165.6,16.1,0.00253293406
DL,Other,18,7,22.8,334.8,16.0,0.00253293406
DL,LGA,10,2,8.3,75.6,16.1,0.00253293406
DL,MSY,17,6,21.7,295.2,16.1,0.00253293406
DL,EWR,10,7,11.7,165.6,16.1,0.00253293406
DL,SFO,19,6,23.3,350.0,16.1,0.00253293406
DL,MCO,14,5,11.1,75.6,16.1,0.00253293406
DL,PHX,16,5,13.3,93.6,16.1,0.00253293406
WN,AUS,15,4,16.7,93.6,16.0,0.002384997386
DL,Other,21,4,10.0,350.0,16.0,0.00253293406
DL,Other,15,6,19.4,165.6,16.0,0.00253293406
DL,FLL,9,7,17.8,165.6,12.0,0.00253293406
DL,LIT,22,3,23.3,183.6,16.1,0.00253293406
DL,STL,14,2,11.7,183.6,16.1,0.00253293406
OO,Other,21,6,23.3,241.2,16.0,0.003757959073
DL,CVG,15,5,11.1,75.6,16.0,0.00253293406
DL,SEA,21,5,17.8,147.6,16.0,0.00253293406
DL,VPS,8,2,6.7,93.6,16.1,0.00253293406
DL,PNS,9,1,15.0,129.6,14.0,0.00253293406
DL,MSP,8,4,12.2,54.0,16.1,0.00253293406
DL,JFK,9,5,3.3,147.6,16.0,0.00253293406
DL,RDU,12,6,9.4,147.6,16.0,0.00253293406
DL,MCO,19,3,22.8,183.6,16.1,0.00253293406
DL,Other,21,2,23.9,111.6,16.0,0.00253293406
AA,DFW,20,1,11.7,183.6,16.1,0.00288359019
DL,Other,10,7,16.7,129.6,16.1,0.00253293406
DL,MDW,8,6,8.9,129.6,16.1,0.00253293406
DL,MKE,19,5,18.9,277.2,16.1,0.00253293406
DL,VPS,22,4,11.7,259.2,16.1,0.00253293406
UA,EWR,15,6,16.1,223.2,16.0,0.002462907126
DL,SJU,19,5,18.9,277.2,16.1,0.00253293406
DL,RDU,8,1,8.9,165.6,6.4,0.00253293406
DL,Other,13,6,12.2,259.2,16.1,0.00253293406
DL,SEA,9,3,11.1,0.0,16.0,0.00253293406
DL,OMA,22,4,8.3,316.8,16.1,0.00253293406
DL,JAX,15,3,11.7,165.6,16.0,0.00253293406
NK,DTW,7,6,8.3,111.6,16.1,0.001815614282
DL,Other,9,4,3.9,350.0,16.0,0.00253293406
DL,SDF,14,5,11.1,75.6,16.1,0.00253293406
DL,RSW,15,1,7.8,147.6,9.0,0.00253293406
DL,LIT,8,2,6.1,165.6,16.1,0.00253293406
DL,LIT,20,4,10.0,350.0,16.1,0.00253293406
DL,IAH,16,7,21.1,183.6,16.1,0.00253293406
DL,BWI,14,6,19.4,165.6,16.1,0.00253293406
DL,DCA,13,2,12.8,75.6,16.1,0.00253293406
DL,PIT,15,5,8.9,205.2,16.0,0.00253293406
DL,PHL,20,1,20.6,147.6,16.1,0.00253293406
DL,ORD,12,1,5.6,241.2,16.0,0.00253293406
DL,BDL,11,2,6.1,183.6,16.1,0.00253293406
DL,VPS,11,7,8.3,0.0,16.1,0.00253293406
DL,ECP,19,5,23.3,165.6,16.1,0.00253293406
DL,ORF,20,3,23.3,316.8,16.1,0.00253293406
DL,Other,11,1,4.4,75.6,16.1,0.00253293406
DL,Other,19,1,16.7,129.6,16.1,0.00253293406
WN,DAL,9,5,14.4,75.6,16.0,0.002384997386
DL,BNA,23,1,16.1,75.6,16.1,0.00253293406
DL,MCO,20,7,8.9,205.2,12.9,0.00253293406
DL,TYS,10,1,8.3,165.6,14.5,0.00253293406
DL,Other,15,2,11.7,183.6,16.0,0.00253293406
DL,EWR,12,4,13.3,129.6,16.0,0.00253293406
DL,SJU,12,6,17.2,75.6,16.0,0.00253293406
DL,DEN,11,5,3.9,93.6,16.1,0.00253293406
DL,MIA,8,6,8.9,129.6,16.1,0.00253293406
UA,IAH,17,5,15.0,93.6,16.1,0.002462907126
DL,TPA,13,7,17.8,129.6,14.5,0.00253293406
DL,SLC,16,6,20.6,259.2,16.1,0.00253293406
DL,Other,21,5,17.8,147.6,16.0,0.00253293406
DL,MSP,22,1,16.7,129.6,16.1,0.00253293406
DL,RIC,10,6,15.6,165.6,16.1,0.00253293406
WN,DEN,6,1,17.8,205.2,16.0,0.002384997386
NK,MCO,14,2,11.7,183.6,16.1,0.001815614282
DL,ECP,23,2,22.8,241.2,16.1,0.00253293406
AS,SAN,16,3,22.2,111.6,16.1,0.002430647291
DL,BOS,21,6,22.2,295.2,16.0,0.00253293406
DL,Other,10,1,14.4,75.6,9.7,0.00253293406
DL,Other,21,7,21.7,183.6,16.0,0.00253293406
DL,Other,20,1,20.6,147.6,16.1,0.00253293406
DL,RIC,13,2,13.9,111.6,16.1,0.00253293406
DL,DTW,13,1,7.8,75.6,16.1,0.00253293406
DL,Other,9,1,8.9,147.6,12.0,0.00253293406
DL,JAX,22,2,22.8,129.6,16.1,0.00253293406
WN,AUS,22,5,17.8,111.6,16.1,0.002384997386
DL,FLL,19,6,22.2,259.2,16.1,0.00253293406
DL,JAX,13,4,5.0,241.2,16.1,0.00253293406
DL,MCO,10,4,13.3,165.6,16.1,0.00253293406
DL,Other,19,7,22.2,295.2,16.1,0.00253293406
DL,JAX,17,4,11.1,334.8,16.1,0.00253293406
WN,DAL,18,7,22.8,334.8,16.0,0.002384997386
DL,AUS,8,1,16.1,129.6,16.1,0.00253293406
DL,SAT,8,1,6.7,241.2,16.1,0.00253293406
DL,Other,10,1,6.1,223.2,16.1,0.00253293406
NK,MSY,15,3,11.7,165.6,16.0,0.001815614282
DL,PIT,20,1,17.8,147.6,16.1,0.00253293406
DL,SRQ,11,5,11.7,54.0,16.1,0.00253293406
DL,AUS,21,6,25.0,334.8,16.0,0.00253293406
DL,LIT,17,7,8.9,183.6,12.9,0.00253293406
DL,FLL,14,5,18.3,75.6,16.1,0.00253293406
DL,Other,16,5,23.9,147.6,16.1,0.00253293406
DL,Other,19,3,23.9,165.6,16.1,0.00253293406
WN,LGA,18,6,22.8,277.2,16.0,0.002384997386
DL,RDU,7,6,18.3,129.6,16.1,0.00253293406
DL,Other,21,4,13.3,295.2,16.0,0.00253293406
DL,RDU,22,1,17.8,129.6,16.1,0.00253293406
WN,BNA,7,3,12.8,75.6,16.1,0.002384997386
DL,PBI,16,5,13.3,93.6,16.1,0.00253293406
DL,OMA,8,7,3.9,147.6,16.1,0.00253293406
DL,MCI,20,4,10.0,350.0,16.1,0.00253293406
DL,ORF,7,3,13.9,93.6,16.1,0.00253293406
F9,DTW,13,1,15.0,183.6,11.3,0.002440836251
DL,LGA,20,3,23.3,316.8,16.1,0.00253293406
DL,SRQ,16,3,13.0,223.2,16.1,0.00253293406
WN,SDF,7,4,4.4,350.0,16.1,0.002384997386
DL,Other,19,4,21.7,147.6,16.1,0.00253293406
OO,Other,21,1,17.8,75.6,16.0,0.003757959073
DL,LAS,8,2,6.7,93.6,16.1,0.00253293406
WN,LGA,20,3,25.6,241.2,16.1,0.002384997386
OO,Other,16,3,13.0,223.2,16.1,0.003757959073
DL,ECP,18,1,17.2,129.6,8.0,0.00253293406
DL,BDL,21,6,25.0,334.8,16.0,0.00253293406
DL,IND,22,4,11.7,259.2,16.1,0.00253293406
DL,Other,21,1,16.7,295.2,16.0,0.00253293406
DL,ORF,16,7,21.7,316.8,16.1,0.00253293406
OO,Other,9,4,12.2,54.0,16.0,0.003757959073
DL,FLL,17,3,24.4,223.2,16.1,0.00253293406
NK,LAS,13,5,16.7,147.6,16.1,0.001815614282
WN,CLE,9,1,8.9,147.6,12.0,0.002384997386
DL,MKE,20,7,24.4,129.6,16.1,0.00253293406
NK,MSY,20,1,20.6,147.6,16.1,0.001815614282
DL,RDU,7,7,13.3,147.6,16.1,0.00253293406
DL,MCO,21,1,20.6,147.6,16.0,0.00253293406
DL,DAB,12,5,13.3,0.0,16.0,0.00253293406
DL,SFO,21,5,17.8,147.6,16.0,0.00253293406
DL,Other,11,2,6.1,183.6,16.1,0.00253293406
DL,Other,21,5,26.7,111.6,16.0,0.00253293406
NK,FLL,21,2,24.0,129.6,16.0,0.001815614282
DL,PHX,13,4,13.3,334.8,16.1,0.00253293406
DL,LGA,19,7,13.3,93.6,16.1,0.00253293406
DL,IND,21,7,21.7,183.6,16.0,0.00253293406
DL,EWR,8,7,17.8,93.6,12.9,0.00253293406
DL,MDW,8,3,12.2,75.6,16.1,0.00253293406
DL,TYS,22,4,22.8,75.6,16.1,0.00253293406
UA,SFO,18,7,22.8,205.2,16.0,0.002462907126
DL,LIT,14,7,18.3,129.6,14.5,0.00253293406
DL,CHS,19,6,23.3,350.0,16.1,0.00253293406
DL,Other,10,7,16.1,93.6,16.1,0.00253293406
DL,Other,11,1,4.4,75.6,16.1,0.00253293406
DL,SLC,19,1,17.8,93.6,16.1,0.00253293406
DL,JFK,16,7,21.7,316.8,16.1,0.00253293406
DL,PHL,16,4,20.6,205.2,14.5,0.00253293406
DL,HSV,8,5,14.4,75.6,16.1,0.00253293406
DL,LGA,9,7,17.2,111.6,16.0,0.00253293406
DL,Other,20,7,21.7,183.6,16.1,0.00253293406
DL,GSP,8,4,3.9,350.0,16.1,0.00253293406
DL,BOS,7,7,13.3,147.6,16.1,0.00253293406
WN,SRQ,19,3,22.8,183.6,16.1,0.002384997386
DL,HSV,8,1,6.7,241.2,16.1,0.00253293406
DL,ORF,20,5,23.3,223.2,16.1,0.00253293406
DL,BNA,10,5,3.9,111.6,16.1,0.00253293406
DL,BHM,15,5,21.7,93.6,16.1,0.00253293406
DL,IAD,7,1,9.4,75.6,16.1,0.00253293406
NK,FLL,11,4,13.3,129.6,16.1,0.001815614282
UA,IAD,9,5,5.0,93.6,16.0,0.002462907126
DL,SAN,14,6,15.0,241.2,16.1,0.00253293406
DL,BHM,10,7,11.7,165.6,16.1,0.00253293406
WN,FLL,20,5,23.3,223.2,16.1,0.002384997386
DL,SLC,16,7,21.7,316.8,16.1,0.00253293406
DL,MEM,17,5,16.1,0.0,16.1,0.00253293406
WN,HOU,22,4,22.8,75.6,16.1,0.002384997386
DL,Other,21,4,13.3,295.2,16.0,0.00253293406
DL,Other,22,4,8.3,316.8,16.1,0.00253293406
WN,LGA,20,4,21.7,165.6,16.1,0.002384997386
DL,LAX,7,5,4.4,54.0,16.1,0.00253293406
OH,DCA,20,7,8.9,205.2,12.9,0.003093580819
DL,BNA,12,6,14.4,147.6,16.0,0.00253293406
DL,MIA,8,6,13.9,205.2,16.1,0.00253293406
DL,MEM,17,3,21.1,129.6,16.1,0.00253293406
DL,BNA,12,5,13.3,0.0,16.0,0.00253293406
DL,LGA,8,7,17.2,111.6,16.1,0.00253293406
DL,STL,14,6,19.4,165.6,16.1,0.00253293406
DL,TPA,13,2,10.0,165.6,16.1,0.00253293406
WN,BWI,14,4,13.9,241.2,16.1,0.002384997386
DL,EWR,16,2,19.4,111.6,16.1,0.00253293406
DL,SAN,14,1,20.0,129.6,4.8,0.00253293406
DL,SAN,8,7,3.9,147.6,16.1,0.00253293406
DL,Other,10,1,18.9,111.6,11.3,0.00253293406
DL,GSO,8,2,6.7,93.6,16.1,0.00253293406
DL,ORD,7,3,11.1,0.0,16.1,0.00253293406
F9,MCO,16,4,12.8,241.2,16.1,0.002440836251
DL,DEN,8,7,17.8,93.6,12.9,0.00253293406
DL,Other,12,7,16.1,129.6,11.0,0.00253293406
DL,SRQ,14,4,16.7,93.6,16.1,0.00253293406
DL,MSP,8,1,3.3,75.6,16.1,0.00253293406
DL,CLT,19,2,21.7,241.2,16.1,0.00253293406
DL,RDU,22,4,20.6,147.6,16.1,0.00253293406
DL,JFK,22,4,11.7,259.2,16.1,0.00253293406
DL,PHL,16,5,15.0,183.6,16.1,0.00253293406
WN,JAX,19,3,22.8,183.6,16.1,0.002384997386
DL,IAD,7,4,4.4,350.0,16.1,0.00253293406
DL,PIT,22,6,21.7,205.2,16.1,0.00253293406
UA,DEN,11,7,16.1,93.6,16.1,0.002462907126
DL,DTW,6,4,17.8,223.2,16.0,0.00253293406
DL,CHS,17,7,22.8,334.8,16.1,0.00253293406
DL,Other,21,1,11.7,183.6,16.0,0.00253293406
DL,IAH,9,7,3.9,147.6,16.0,0.00253293406
DL,Other,10,2,6.1,93.6,16.1,0.00253293406
DL,Other,13,7,15.0,111.6,16.1,0.00253293406
WN,MDW,22,7,22.8,165.6,16.1,0.002384997386
DL,MEM,17,4,12.2,350.0,16.1,0.00253293406
DL,DEN,8,1,18.9,93.6,9.7,0.00253293406
WN,MDW,16,6,20.6,241.2,16.1,0.002384997386
DL,OKC,9,4,3.9,350.0,16.0,0.00253293406
DL,TPA,9,5,5.0,93.6,16.0,0.00253293406
DL,CHA,20,1,17.8,75.6,16.1,0.00253293406
DL,Other,12,6,14.4,147.6,16.0,0.00253293406
DL,SDF,14,7,10.6,129.6,9.7,0.00253293406
DL,GSO,19,4,12.8,295.2,16.1,0.00253293406
OH,CLT,20,1,16.7,295.2,16.1,0.003093580819
WN,MSY,20,4,13.3,295.2,16.1,0.002384997386
OO,Other,10,7,16.7,129.6,16.1,0.003757959073
DL,DEN,8,7,13.3,0.0,16.1,0.00253293406
OO,Other,15,4,6.7,277.2,16.0,0.003757959073
DL,Other,19,1,16.7,129.6,16.1,0.00253293406
NK,LGA,9,7,13.3,0.0,16.0,0.001815614282
OH,PHL,7,1,19.0,111.6,9.7,0.003093580819
DL,TPA,8,6,12.2,129.6,16.1,0.00253293406
WN,MIA,10,7,11.7,165.6,16.1,0.002384997386
OO,Other,11,5,3.9,93.6,16.1,0.003757959073
DL,BWI,13,1,7.2,183.6,9.7,0.00253293406
DL,RIC,10,7,2.8,147.6,16.1,0.00253293406
DL,TYS,17,5,25.0,111.6,16.1,0.00253293406
F9,MCO,16,6,20.6,259.2,16.1,0.002440836251
DL,Other,10,1,3.3,93.6,16.1,0.00253293406
NK,DTW,6,1,4.4,75.6,16.0,0.001815614282
DL,DCA,19,3,12.8,295.2,16.1,0.00253293406
DL,Other,9,1,6.7,241.2,16.0,0.00253293406
DL,PNS,22,2,21.1,350.0,16.1,0.00253293406
DL,TPA,18,6,22.8,277.2,16.0,0.00253293406
DL,BOS,22,6,22.2,165.6,16.1,0.00253293406
WN,DEN,6,4,17.8,223.2,16.0,0.002384997386
DL,CMH,22,1,15.6,223.2,16.1,0.00253293406
DL,SFO,8,5,5.0,93.6,16.1,0.00253293406
F9,ORD,15,2,17.8,129.6,16.0,0.002440836251
DL,STL,22,1,17.8,129.6,16.1,0.00253293406
DL,SJU,12,2,8.3,183.6,16.0,0.00253293406
DL,CLT,14,6,16.1,223.2,16.1,0.00253293406
DL,GSP,17,4,20.6,165.6,16.1,0.00253293406
DL,GSO,18,3,23.3,205.2,16.0,0.00253293406
DL,SLC,19,7,9.4,183.6,9.7,0.00253293406
DL,GSP,17,6,21.7,295.2,16.1,0.00253293406
DL,Other,21,6,23.3,241.2,16.0,0.00253293406
DL,Other,9,4,17.8,241.2,16.0,0.00253293406
F9,MIA,18,5,16.1,0.0,16.0,0.002440836251
WN,MDW,13,7,12.2,241.2,16.1,0.002384997386
DL,CLE,13,6,13.3,147.6,16.1,0.00253293406
DL,RDU,15,7,18.3,93.6,8.0,0.00253293406
DL,Other,8,2,7.2,111.6,16.1,0.00253293406
DL,SRQ,15,3,16.1,183.6,16.0,0.00253293406
DL,Other,20,5,23.3,223.2,16.1,0.00253293406
F9,MCO,13,3,12.8,75.6,16.1,0.002440836251
DL,MSP,13,3,12.8,75.6,16.1,0.00253293406
DL,LIT,16,4,9.4,316.8,16.1,0.00253293406
DL,TPA,8,4,12.2,54.0,16.1,0.00253293406
DL,LGA,18,4,12.2,350.0,16.0,0.00253293406
AA,DFW,18,5,16.1,0.0,16.0,0.00288359019
AA,PHX,8,6,8.9,129.6,16.1,0.00288359019
WN,JAX,20,1,20.6,147.6,16.1,0.002384997386
WN,MIA,10,3,10.0,54.0,16.1,0.002384997386
DL,LAS,10,3,11.0,129.6,16.1,0.00253293406
DL,RIC,20,5,19.4,205.2,16.1,0.00253293406
DL,IND,14,1,16.7,129.6,12.9,0.00253293406
DL,PHX,19,3,25.0,241.2,16.1,0.00253293406
NK,IAH,16,6,20.6,241.2,16.1,0.001815614282
DL,CLT,17,3,23.3,205.2,16.1,0.00253293406
B6,JFK,6,1,4.4,75.6,16.0,0.004975591438
F9,BWI,6,4,15.0,0.0,16.0,0.002440836251
DL,MEM,15,1,16.7,129.6,12.0,0.00253293406
DL,PHX,8,5,13.3,54.0,12.9,0.00253293406
DL,SAT,13,5,14.4,93.6,14.5,0.00253293406
DL,Other,9,1,3.3,75.6,16.0,0.00253293406
DL,MSP,7,2,10.0,93.6,16.1,0.00253293406
NK,DFW,7,4,12.8,93.6,14.5,0.001815614282
DL,BHM,19,1,11.1,183.6,16.1,0.00253293406
WN,DEN,10,5,2.8,147.6,16.1,0.002384997386
DL,TYS,22,5,17.8,111.6,16.1,0.00253293406
DL,OKC,9,2,6.1,165.6,16.0,0.00253293406
UA,EWR,5,6,10.0,129.6,16.1,0.002462907126
DL,CLT,9,4,3.9,350.0,16.0,0.00253293406
NK,IAH,6,1,4.4,75.6,16.0,0.001815614282
DL,MCO,7,7,17.8,165.6,16.1,0.00253293406
YX,ORD,6,5,5.6,111.6,16.0,0.002220371912
DL,DEN,17,5,25.0,111.6,16.1,0.00253293406
DL,BHM,10,3,12.2,129.6,16.1,0.00253293406
WN,SDF,7,1,19.0,111.6,9.7,0.002384997386
DL,HOU,21,1,11.7,183.6,16.0,0.00253293406
DL,PNS,21,4,10.0,350.0,16.0,0.00253293406
DL,BWI,9,4,17.8,241.2,16.0,0.00253293406
DL,BHM,17,3,13.9,277.2,16.1,0.00253293406
DL,SLC,17,5,25.0,111.6,16.1,0.00253293406
DL,BWI,22,5,17.8,111.6,16.1,0.00253293406
DL,VPS,18,1,15.0,75.6,16.0,0.00253293406
DL,Other,17,1,15.0,75.6,16.1,0.00253293406
DL,ECP,8,4,12.2,54.0,16.1,0.00253293406
WN,DAL,20,1,16.7,295.2,16.1,0.002384997386
DL,Other,16,1,15.0,334.8,12.9,0.00253293406
DL,PBI,11,2,7.8,129.6,16.1,0.00253293406
OO,CHA,22,5,22.2,241.2,16.1,0.003757959073
DL,DAL,20,4,22.8,93.6,16.1,0.00253293406
DL,DTW,7,5,15.0,75.6,16.1,0.00253293406
DL,VPS,22,7,21.1,223.2,16.1,0.00253293406
DL,Other,9,1,6.7,241.2,16.0,0.00253293406
DL,TPA,9,7,3.9,147.6,16.0,0.00253293406
DL,LAS,21,2,26.1,334.8,16.0,0.00253293406
DL,MIA,20,5,26.7,111.6,16.1,0.00253293406
DL,MSY,22,2,22.8,129.6,16.1,0.00253293406
DL,CAE,13,1,7.2,183.6,9.7,0.00253293406
DL,PBI,19,2,25.0,277.2,16.1,0.00253293406
DL,BWI,16,4,12.8,241.2,16.1,0.00253293406
OH,PHL,12,6,7.2,93.6,16.0,0.003093580819
NK,DTW,20,2,23.9,129.6,16.1,0.001815614282
DL,MSY,13,4,13.9,129.6,16.1,0.00253293406
DL,CVG,19,6,23.9,241.2,16.1,0.00253293406
DL,LGA,18,5,23.3,147.6,16.0,0.00253293406
DL,TPA,17,6,22.8,277.2,16.1,0.00253293406
DL,Other,11,2,6.1,183.6,16.1,0.00253293406
DL,GSO,20,3,11.7,334.8,16.1,0.00253293406
DL,Other,9,3,11.1,0.0,16.0,0.00253293406
DL,CHA,13,7,3.3,183.6,16.1,0.00253293406
DL,Other,9,1,6.7,241.2,16.0,0.00253293406
NK,FLL,19,1,16.7,183.6,16.1,0.001815614282
OO,Other,10,6,17.2,111.6,16.1,0.003757959073
DL,Other,9,6,12.2,129.6,16.0,0.00253293406
DL,Other,21,7,25.0,241.2,16.0,0.00253293406
DL,MCO,17,2,22.0,93.6,16.1,0.00253293406
DL,Other,15,3,16.1,183.6,16.0,0.00253293406
F9,MCO,16,1,21.0,129.6,11.3,0.002440836251
UA,EWR,6,5,5.0,223.2,16.0,0.002462907126
DL,MCO,19,5,26.7,111.6,16.1,0.00253293406
DL,BDL,21,4,21.7,165.6,16.0,0.00253293406
DL,DEN,19,5,26.7,111.6,16.1,0.00253293406
B6,BOS,6,3,14.4,111.6,16.0,0.004975591438
AA,DFW,16,1,11.7,316.8,16.1,0.00288359019
DL,SDF,12,5,13.3,0.0,16.0,0.00253293406
DL,DCA,11,6,9.4,147.6,16.1,0.00253293406
DL,Other,21,7,25.0,241.2,16.0,0.00253293406
DL,MSP,8,6,12.2,129.6,16.1,0.00253293406
DL,BNA,8,7,17.8,93.6,12.9,0.00253293406
DL,SLC,17,3,21.1,129.6,16.1,0.00253293406
WN,TPA,8,2,6.7,93.6,16.1,0.002384997386
DL,JAX,16,5,21.1,147.6,16.1,0.00253293406
F9,PHL,5,7,6.7,259.2,16.1,0.002440836251
DL,Other,10,3,10.6,0.0,16.1,0.00253293406
DL,Other,9,6,17.8,129.6,16.0,0.00253293406
OH,PHL,15,1,16.7,129.6,12.0,0.003093580819
NK,DTW,16,6,20.6,241.2,16.1,0.001815614282
DL,RSW,19,5,26.7,111.6,16.1,0.00253293406
DL,SJU,10,2,8.0,129.6,16.1,0.00253293406
OO,Other,21,3,23.3,316.8,16.0,0.003757959073
DL,LAX,20,2,21.7,295.2,16.1,0.00253293406
DL,MIA,11,6,15.6,111.6,16.1,0.00253293406
DL,RDU,22,6,24.4,205.2,16.1,0.00253293406
DL,Other,22,3,25.0,165.6,16.1,0.00253293406
DL,DAL,16,1,13.3,165.6,16.1,0.00253293406
DL,GSP,13,7,15.0,111.6,16.1,0.00253293406
DL,LAX,12,6,9.4,147.6,16.0,0.00253293406
DL,PHL,20,5,19.4,205.2,16.1,0.00253293406
DL,Other,16,2,19.4,111.6,16.1,0.00253293406
DL,RDU,7,2,10.0,93.6,16.1,0.00253293406
DL,BDL,14,1,20.0,129.6,4.8,0.00253293406
DL,SRQ,19,5,26.7,111.6,16.1,0.00253293406
DL,DCA,19,2,23.9,147.6,16.1,0.00253293406
DL,Other,9,7,17.2,111.6,16.0,0.00253293406
WN,RDU,9,1,15.0,129.6,14.0,0.002384997386
OO,Other,19,6,23.3,350.0,16.1,0.003757959073
MQ,ORD,11,4,13.3,129.6,16.1,0.003162450066
OO,Other,10,3,11.0,129.6,16.1,0.003757959073
NK,SJU,6,2,7.8,93.6,16.0,0.001815614282
DL,CVG,8,2,9.4,75.6,16.1,0.00253293406
DL,RIC,22,6,24.4,205.2,16.1,0.00253293406
OO,Other,21,4,10.0,350.0,16.0,0.003757959073
DL,Other,16,7,21.7,316.8,16.1,0.00253293406
DL,TYS,10,4,13.3,165.6,16.1,0.00253293406
DL,RIC,17,4,20.6,165.6,16.1,0.00253293406
AA,CLT,5,7,12.2,93.6,16.1,0.00288359019
WN,DCA,11,6,15.6,111.6,16.1,0.002384997386
DL,SAT,20,4,10.0,350.0,16.1,0.00253293406
DL,ORD,22,1,16.7,129.6,16.1,0.00253293406
DL,MSY,17,2,22.0,93.6,16.1,0.00253293406
DL,Other,11,6,7.2,93.6,16.1,0.00253293406
DL,ECP,22,3,9.4,316.8,14.5,0.00253293406
WN,TPA,17,1,17.2,241.2,3.2,0.002384997386
AA,PHX,8,5,3.3,147.6,16.1,0.00288359019
DL,HOU,16,1,15.0,334.8,12.9,0.00253293406
DL,MKE,22,5,25.6,165.6,16.1,0.00253293406
OO,Other,16,7,8.3,75.6,16.1,0.003757959073
DL,MCI,18,3,13.9,277.2,16.0,0.00253293406
DL,Other,17,4,20.6,93.6,16.1,0.00253293406
DL,RDU,15,7,17.2,129.6,16.0,0.00253293406
OO,Other,10,6,7.2,93.6,16.1,0.003757959073
DL,SJU,8,1,3.3,75.6,16.1,0.00253293406
OO,Other,19,6,23.9,241.2,16.1,0.003757959073
DL,RSW,10,4,3.3,316.8,16.1,0.00253293406
DL,RSW,19,3,23.9,165.6,16.1,0.00253293406
DL,DTW,16,2,19.4,111.6,16.1,0.00253293406
DL,LAX,15,5,21.7,93.6,16.1,0.00253293406
DL,SAV,10,1,14.4,75.6,9.7,0.00253293406
DL,ORD,22,3,23.3,183.6,16.1,0.00253293406
DL,GSP,22,2,22.8,129.6,16.1,0.00253293406
OO,Other,11,1,18.9,111.6,8.0,0.003757959073
DL,RSW,22,2,23.3,147.6,16.1,0.00253293406
DL,DTW,7,2,6.7,93.6,16.1,0.00253293406
DL,Other,15,3,18.9,129.6,16.0,0.00253293406
DL,TPA,11,1,13.9,129.6,12.9,0.00253293406
DL,MSY,10,1,18.9,111.6,11.3,0.00253293406
DL,HSV,14,3,16.1,183.6,16.1,0.00253293406
DL,RSW,22,4,20.6,147.6,16.1,0.00253293406
DL,Other,11,6,17.2,75.6,16.1,0.00253293406
DL,IND,17,1,8.9,223.2,14.5,0.00253293406
DL,OKC,9,6,8.9,129.6,16.0,0.00253293406
WN,BWI,12,3,11.1,111.6,16.0,0.002384997386
WN,MCI,8,5,5.0,93.6,16.1,0.002384997386
DL,PHX,19,5,18.9,277.2,16.1,0.00253293406
DL,MSP,22,6,18.9,241.2,16.1,0.00253293406
OO,Other,19,5,26.7,111.6,16.1,0.003757959073
DL,PHX,13,5,16.7,147.6,16.1,0.00253293406
DL,CHS,19,7,24.4,165.6,16.1,0.00253293406
DL,TPA,19,2,23.9,129.6,16.1,0.00253293406
DL,Other,16,2,16.7,183.6,16.1,0.00253293406
DL,LGA,17,6,22.8,259.2,16.1,0.00253293406
DL,Other,21,1,20.6,147.6,16.0,0.00253293406
WN,MCI,22,1,15.6,223.2,16.1,0.002384997386
DL,ORF,16,4,12.8,241.2,16.1,0.00253293406
DL,MCO,18,3,13.9,277.2,16.0,0.00253293406
DL,CHA,9,6,12.2,129.6,16.0,0.00253293406
DL,DEN,14,6,19.4,147.6,16.1,0.00253293406
WN,MCO,9,4,13.3,93.6,16.0,0.002384997386
DL,MIA,10,7,16.1,93.6,16.1,0.00253293406
NK,EWR,20,5,19.4,205.2,16.1,0.001815614282
DL,VPS,18,2,22.2,93.6,16.0,0.00253293406
DL,Other,9,5,13.3,54.0,12.0,0.00253293406
DL,LAS,7,6,16.1,129.6,16.1,0.00253293406
DL,Other,17,1,15.0,75.6,16.1,0.00253293406
DL,HSV,8,5,3.3,147.6,16.1,0.00253293406
DL,CVG,22,3,21.7,277.2,16.1,0.00253293406
DL,BNA,12,1,4.4,75.6,16.0,0.00253293406
F9,JFK,7,6,12.2,165.6,16.1,0.002440836251
DL,STL,9,6,17.8,129.6,16.0,0.00253293406
DL,Other,20,5,23.3,223.2,16.1,0.00253293406
DL,TPA,22,1,15.6,223.2,16.1,0.00253293406
DL,SDF,14,2,16.1,111.6,16.1,0.00253293406
