flight_id,flight_date,carrier_code,origin,destination,dep_hour,day_of_week,temp_c,wind_speed_kph,visibility_km,weather_code,dep_delay,arr_delay,delay_flag,diversion_rate_origin,diversion_rate_carrier
4736,2025-03-06,DL,ATL,CLT,19,4,12.8,295.2,16.1,Clear,-3.0,-9.0,0,0.002909173341,0.00253293406
4737,2025-03-06,DL,ATL,IAD,19,4,12.8,295.2,16.1,Clear,4.0,22.0,1,0.002909173341,0.00253293406
4738,2025-03-06,DL,ATL,FAT,19,4,12.8,295.2,16.1,Clear,-8.0,2.0,0,0.002909173341,0.00253293406
4739,2025-03-06,UA,ATL,IAD,19,4,12.8,295.2,16.1,Clear,-6.0,2.0,0,0.002909173341,0.002462907126
4740,2025-03-06,DL,ATL,BHM,19,4,12.8,295.2,16.1,Clear,41.0,35.0,1,0.002909173341,0.00253293406
4741,2025-03-06,DL,ATL,PDX,19,4,12.8,295.2,16.1,Clear,0.0,-17.0,0,0.002909173341,0.00253293406
4742,2025-03-06,DL,ATL,LGA,19,4,12.8,295.2,16.1,Clear,43.0,100.0,1,0.002909173341,0.00253293406
4743,2025-03-06,DL,ATL,SEA,19,4,12.8,295.2,16.1,Clear,8.0,-11.0,0,0.002909173341,0.00253293406
4744,2025-03-06,DL,ATL,CHS,19,4,12.8,295.2,16.1,Clear,-7.0,-9.0,0,0.002909173341,0.00253293406
4745,2025-03-06,DL,ATL,SAV,19,4,12.8,295.2,16.1,Clear,9.0,10.0,0,0.002909173341,0.00253293406
4746,2025-03-06,DL,ATL,GSP,19,4,12.8,295.2,16.1,Clear,-5.0,-8.0,0,0.002909173341,0.00253293406
4747,2025-03-06,DL,ATL,CAE,19,4,12.8,295.2,16.1,Clear,-8.0,-10.0,0,0.002909173341,0.00253293406
4748,2025-03-06,DL,ATL,SFO,19,4,12.8,295.2,16.1,Clear,-5.0,5.0,0,0.002909173341,0.00253293406
4749,2025-03-06,OO,ATL,SBN,19,4,12.8,295.2,16.1,Clear,-8.0,-13.0,0,0.002909173341,0.003757959073
4750,2025-03-06,DL,ATL,PHX,19,4,12.8,295.2,16.1,Clear,31.0,51.0,1,0.002909173341,0.00253293406
4751,2025-03-06,DL,ATL,AGS,19,4,12.8,295.2,16.1,Clear,-6.0,-15.0,0,0.002909173341,0.00253293406
4752,2025-03-06,DL,ATL,JFK,19,4,12.8,295.2,16.1,Clear,-1.0,-3.0,0,0.002909173341,0.00253293406
4753,2025-03-06,DL,ATL,ECP,19,4,12.8,295.2,16.1,Clear,-8.0,-20.0,0,0.002909173341,0.00253293406
4754,2025-03-06,DL,ATL,SRQ,19,4,12.8,295.2,16.1,Clear,-3.0,-1.0,0,0.002909173341,0.00253293406
4755,2025-03-06,DL,ATL,RDU,19,4,12.8,295.2,16.1,Clear,100.0,104.0,1,0.002909173341,0.00253293406
4756,2025-03-06,DL,ATL,SJC,19,4,12.8,295.2,16.1,Clear,16.0,20.0,1,0.002909173341,0.00253293406
4757,2025-03-06,UA,ATL,EWR,19,4,12.8,295.2,16.1,Clear,-4.0,17.0,1,0.002909173341,0.002462907126
4758,2025-03-06,DL,ATL,ORD,19,4,12.8,295.2,16.1,Clear,-3.0,6.0,0,0.002909173341,0.00253293406
4759,2025-03-06,DL,ATL,RSW,19,4,12.8,295.2,16.1,Clear,-4.0,-12.0,0,0.002909173341,0.00253293406
4760,2025-03-06,OO,ATL,ABY,19,4,12.8,295.2,16.1,Clear,11.0,-3.0,0,0.002909173341,0.003757959073
4761,2025-03-06,MQ,ATL,MIA,19,4,12.8,295.2,16.1,Clear,-2.0,-1.0,0,0.002909173341,0.003162450066
4762,2025-03-06,F9,ATL,LGA,19,4,12.8,295.2,16.1,Clear,-2.0,39.0,1,0.002909173341,0.002440836251
4763,2025-03-06,DL,ATL,COS,19,4,12.8,295.2,16.1,Clear,-7.0,6.0,0,0.002909173341,0.00253293406
4764,2025-03-06,DL,ATL,SLC,19,4,12.8,295.2,16.1,Clear,64.0,89.0,1,0.002909173341,0.00253293406
4765,2025-03-06,DL,ATL,SMF,19,4,12.8,295.2,16.1,Clear,-4.0,-2.0,0,0.002909173341,0.00253293406
4766,2025-03-06,DL,ATL,ELP,19,4,12.8,295.2,16.1,Clear,10.0,6.0,0,0.002909173341,0.00253293406
4767,2025-03-06,DL,ATL,IND,19,4,12.8,295.2,16.1,Clear,34.0,35.0,1,0.002909173341,0.00253293406
4768,2025-03-06,DL,ATL,ABQ,19,4,12.8,295.2,16.1,Clear,8.0,17.0,1,0.002909173341,0.00253293406
4769,2025-03-06,DL,ATL,MKE,19,4,12.8,295.2,16.1,Clear,-5.0,4.0,0,0.002909173341,0.00253293406
4770,2025-03-06,DL,ATL,BOS,19,4,12.8,295.2,16.1,Clear,9.0,5.0,0,0.002909173341,0.00253293406
4771,2025-03-06,DL,ATL,LAX,19,4,12.8,295.2,16.1,Clear,59.0,61.0,1,0.002909173341,0.00253293406
4772,2025-03-06,DL,ATL,DCA,19,4,12.8,295.2,16.1,Clear,47.0,63.0,1,0.002909173341,0.00253293406
4773,2025-03-06,DL,ATL,LAS,19,4,12.8,295.2,16.1,Clear,-5.0,-1.0,0,0.002909173341,0.00253293406
4774,2025-03-06,F9,ATL,SFO,19,4,12.8,295.2,16.1,Clear,-11.0,-4.0,0,0.002909173341,0.002440836251
4775,2025-03-06,DL,ATL,HPN,19,4,12.8,295.2,16.1,Clear,-2.0,3.0,0,0.002909173341,0.00253293406
4776,2025-03-06,DL,ATL,IAH,19,4,12.8,295.2,16.1,Clear,17.0,22.0,1,0.002909173341,0.00253293406
4777,2025-03-06,DL,ATL,PBI,19,4,12.8,295.2,16.1,Clear,-3.0,-9.0,0,0.002909173341,0.00253293406
4778,2025-03-06,DL,ATL,CMH,19,4,12.8,295.2,16.1,Clear,-10.0,8.0,0,0.002909173341,0.00253293406
4779,2025-03-06,DL,ATL,FLL,19,4,12.8,295.2,16.1,Clear,30.0,23.0,1,0.002909173341,0.00253293406
4780,2025-03-06,DL,ATL,MSY,19,4,12.8,295.2,16.1,Clear,4.0,-2.0,0,0.002909173341,0.00253293406
4781,2025-03-06,DL,ATL,PNS,20,4,13.3,295.2,16.1,Clear,73.0,67.0,1,0.002909173341,0.00253293406
4782,2025-03-06,DL,ATL,CVG,20,4,13.3,295.2,16.1,Clear,12.0,4.0,0,0.002909173341,0.00253293406
4783,2025-03-06,OH,ATL,DCA,20,4,13.3,295.2,16.1,Clear,68.0,71.0,1,0.002909173341,0.003093580819
4784,2025-03-06,DL,ATL,JAX,20,4,13.3,295.2,16.1,Clear,20.0,10.0,0,0.002909173341,0.00253293406
4785,2025-03-06,DL,ATL,MCO,20,4,13.3,295.2,16.1,Clear,16.0,-2.0,0,0.002909173341,0.00253293406
4786,2025-03-06,DL,ATL,CLE,20,4,13.3,295.2,16.1,Clear,-7.0,0.0,0,0.002909173341,0.00253293406
4787,2025-03-06,DL,ATL,SAT,20,4,13.3,295.2,16.1,Clear,-4.0,-4.0,0,0.002909173341,0.00253293406
4788,2025-03-06,DL,ATL,MCI,20,4,13.3,295.2,16.1,Clear,36.0,28.0,1,0.002909173341,0.00253293406
4789,2025-03-06,DL,ATL,CHA,20,4,13.3,295.2,16.1,Clear,-7.0,-19.0,0,0.002909173341,0.00253293406
4790,2025-03-06,DL,ATL,MSP,20,4,13.3,295.2,16.1,Clear,2.0,7.0,0,0.002909173341,0.00253293406
4791,2025-03-06,DL,ATL,PIT,20,4,13.3,295.2,16.1,Clear,18.0,20.0,1,0.002909173341,0.00253293406
4792,2025-03-06,DL,ATL,JAN,20,4,13.3,295.2,16.1,Clear,-5.0,-16.0,0,0.002909173341,0.00253293406
4793,2025-03-06,DL,ATL,LEX,20,4,13.3,295.2,16.1,Clear,1.0,-3.0,0,0.002909173341,0.00253293406
4794,2025-03-06,DL,ATL,DFW,20,4,13.3,295.2,16.1,Clear,-3.0,5.0,0,0.002909173341,0.00253293406
4795,2025-03-06,AA,ATL,DFW,20,4,13.3,295.2,16.1,Clear,-7.0,8.0,0,0.002909173341,0.00288359019
4796,2025-03-06,WN,ATL,DCA,20,4,13.3,295.2,16.1,Clear,156.0,153.0,1,0.002909173341,0.002384997386
4797,2025-03-06,OH,ATL,CLT,20,4,13.3,295.2,16.1,Clear,24.0,15.0,0,0.002909173341,0.003093580819
4798,2025-03-06,DL,ATL,SDF,20,4,13.3,295.2,16.1,Clear,-4.0,-12.0,0,0.002909173341,0.00253293406
4799,2025-03-06,DL,ATL,HSV,20,4,13.3,295.2,16.1,Clear,-6.0,-16.0,0,0.002909173341,0.00253293406
4800,2025-03-06,DL,ATL,MIA,20,4,13.3,295.2,16.1,Clear,29.0,17.0,1,0.002909173341,0.00253293406
4801,2025-03-06,DL,ATL,GSO,20,4,13.3,295.2,16.1,Clear,38.0,42.0,1,0.002909173341,0.00253293406
4802,2025-03-06,DL,ATL,TPA,20,4,13.3,295.2,16.1,Clear,-2.0,-17.0,0,0.002909173341,0.00253293406
4803,2025-03-06,DL,ATL,LGA,20,4,13.3,295.2,16.1,Clear,9.0,47.0,1,0.002909173341,0.00253293406
4804,2025-03-06,DL,ATL,SNA,20,4,13.3,295.2,16.1,Clear,20.0,24.0,1,0.002909173341,0.00253293406
4805,2025-03-06,DL,ATL,MEM,20,4,13.3,295.2,16.1,Clear,41.0,28.0,1,0.002909173341,0.00253293406
4806,2025-03-06,DL,ATL,AUS,20,4,13.3,295.2,16.1,Clear,66.0,56.0,1,0.002909173341,0.00253293406
4807,2025-03-06,NK,ATL,EWR,20,4,13.3,295.2,16.1,Clear,3.0,1.0,0,0.002909173341,0.001815614282
4808,2025-03-06,NK,ATL,MSY,20,4,13.3,295.2,16.1,Clear,8.0,18.0,1,0.002909173341,0.001815614282
4809,2025-03-06,DL,ATL,DTW,20,4,13.3,295.2,16.1,Clear,-2.0,8.0,0,0.002909173341,0.00253293406
4810,2025-03-06,DL,ATL,EWR,20,4,13.3,295.2,16.1,Clear,-3.0,23.0,1,0.002909173341,0.00253293406
4811,2025-03-06,DL,ATL,BWI,20,4,13.3,295.2,16.1,Clear,-2.0,0.0,0,0.002909173341,0.00253293406
4812,2025-03-06,DL,ATL,GSP,20,4,13.3,295.2,16.1,Clear,27.0,21.0,1,0.002909173341,0.00253293406
4813,2025-03-06,DL,ATL,CAE,20,4,13.3,295.2,16.1,Clear,-6.0,-10.0,0,0.002909173341,0.00253293406
4814,2025-03-06,WN,ATL,DAL,20,4,13.3,295.2,16.1,Clear,3.0,-6.0,0,0.002909173341,0.002384997386
4815,2025-03-06,WN,ATL,MSY,20,4,13.3,295.2,16.1,Clear,3.0,-8.0,0,0.002909173341,0.002384997386
4816,2025-03-06,WN,ATL,JAX,20,4,13.3,295.2,16.1,Clear,0.0,-11.0,0,0.002909173341,0.002384997386
4817,2025-03-06,WN,ATL,LGA,20,4,13.3,295.2,16.1,Clear,67.0,61.0,1,0.002909173341,0.002384997386
4818,2025-03-06,NK,ATL,LAX,20,4,13.3,295.2,16.1,Clear,8.0,21.0,1,0.002909173341,0.001815614282
4819,2025-03-06,F9,ATL,DEN,20,4,13.3,295.2,16.1,Clear,-13.0,-15.0,0,0.002909173341,0.002440836251
4820,2025-03-06,WN,ATL,TPA,20,4,13.3,295.2,16.1,Clear,-6.0,-16.0,0,0.002909173341,0.002384997386
4821,2025-03-06,WN,ATL,FLL,20,4,13.3,295.2,16.1,Clear,-3.0,-21.0,0,0.002909173341,0.002384997386
4822,2025-03-06,DL,ATL,PHL,20,4,13.3,295.2,16.1,Clear,5.0,23.0,1,0.002909173341,0.00253293406
4823,2025-03-06,DL,ATL,RIC,20,4,13.3,295.2,16.1,Clear,11.0,24.0,1,0.002909173341,0.00253293406
4824,2025-03-06,DL,ATL,ORF,20,4,13.3,295.2,16.1,Clear,7.0,9.0,0,0.002909173341,0.00253293406
4825,2025-03-06,DL,ATL,BNA,20,4,13.3,295.2,16.1,Clear,-3.0,-11.0,0,0.002909173341,0.00253293406
4826,2025-03-06,DL,ATL,TUS,20,4,13.3,295.2,16.1,Clear,-7.0,-1.0,0,0.002909173341,0.00253293406
4827,2025-03-06,DL,ATL,DAL,20,4,13.3,295.2,16.1,Clear,-7.0,-3.0,0,0.002909173341,0.00253293406
4828,2025-03-06,DL,ATL,ONT,20,4,13.3,295.2,16.1,Clear,-4.0,15.0,0,0.002909173341,0.00253293406
4829,2025-03-06,DL,ATL,DCA,20,4,13.3,295.2,16.1,Clear,37.0,50.0,1,0.002909173341,0.00253293406
4830,2025-03-06,DL,ATL,CLT,21,4,13.3,295.2,16.0,Clear,0.0,-3.0,0,0.002909173341,0.00253293406
4831,2025-03-06,F9,ATL,MDW,21,4,13.3,295.2,16.0,Clear,20.0,24.0,1,0.002909173341,0.002440836251
4832,2025-03-06,WN,ATL,STL,21,4,13.3,295.2,16.0,Clear,-8.0,-11.0,0,0.002909173341,0.002384997386
4833,2025-03-06,DL,ATL,MCO,21,4,13.3,295.2,16.0,Clear,32.0,30.0,1,0.002909173341,0.00253293406
4834,2025-03-06,DL,ATL,HOU,21,4,13.3,295.2,16.0,Clear,-6.0,-19.0,0,0.002909173341,0.00253293406
4835,2025-03-06,DL,ATL,CID,21,4,13.3,295.2,16.0,Clear,-5.0,-2.0,0,0.002909173341,0.00253293406
4836,2025-03-06,DL,ATL,PHX,21,4,13.3,295.2,16.0,Clear,-3.0,5.0,0,0.002909173341,0.00253293406
4837,2025-03-06,DL,ATL,ALB,21,4,13.3,295.2,16.0,Clear,12.0,28.0,1,0.002909173341,0.00253293406
4838,2025-03-06,OO,ATL,CRW,21,4,13.3,295.2,16.0,Clear,-7.0,-22.0,0,0.002909173341,0.003757959073
4839,2025-03-06,OO,ATL,FWA,21,4,13.3,295.2,16.0,Clear,-7.0,-8.0,0,0.002909173341,0.003757959073
4840,2025-03-06,OO,ATL,ATW,21,4,13.3,295.2,16.0,Clear,-10.0,-5.0,0,0.002909173341,0.003757959073
4841,2025-03-06,DL,ATL,SFO,21,4,13.3,295.2,16.0,Clear,12.0,17.0,1,0.002909173341,0.00253293406
4842,2025-03-06,DL,ATL,DEN,21,4,13.3,295.2,16.0,Clear,20.0,38.0,1,0.002909173341,0.00253293406
4843,2025-03-06,DL,ATL,SLC,21,4,13.3,295.2,16.0,Clear,-2.0,1.0,0,0.002909173341,0.00253293406
4844,2025-03-06,DL,ATL,TLH,21,4,13.3,295.2,16.0,Clear,-6.0,-11.0,0,0.002909173341,0.00253293406
4845,2025-03-06,DL,ATL,PBI,21,4,13.3,295.2,16.0,Clear,-3.0,-6.0,0,0.002909173341,0.00253293406
4846,2025-03-06,NK,ATL,MCO,21,4,13.3,295.2,16.0,Clear,-4.0,-19.0,0,0.002909173341,0.001815614282
4847,2025-03-06,DL,ATL,SRQ,21,4,13.3,295.2,16.0,Clear,-1.0,-4.0,0,0.002909173341,0.00253293406
4848,2025-03-06,DL,ATL,GNV,21,4,13.3,295.2,16.0,Clear,-6.0,-7.0,0,0.002909173341,0.00253293406
4849,2025-03-06,DL,ATL,RDU,21,4,13.3,295.2,16.0,Clear,-4.0,0.0,0,0.002909173341,0.00253293406
4850,2025-03-06,DL,ATL,MDW,21,4,13.3,295.2,16.0,Clear,-6.0,0.0,0,0.002909173341,0.00253293406
4851,2025-03-06,DL,ATL,SAN,21,4,13.3,295.2,16.0,Clear,85.0,112.0,1,0.002909173341,0.00253293406
4852,2025-03-06,DL,ATL,JAX,21,4,13.3,295.2,16.0,Clear,-2.0,-3.0,0,0.002909173341,0.00253293406
4853,2025-03-06,DL,ATL,RSW,21,4,13.3,295.2,16.0,Clear,20.0,11.0,0,0.002909173341,0.00253293406
4854,2025-03-06,DL,ATL,BTV,21,4,13.3,295.2,16.0,Clear,20.0,32.0,1,0.002909173341,0.00253293406
4855,2025-03-06,DL,ATL,DSM,21,4,13.3,295.2,16.0,Clear,-8.0,4.0,0,0.002909173341,0.00253293406
4856,2025-03-06,DL,ATL,PWM,21,4,13.3,295.2,16.0,Clear,-9.0,68.0,1,0.002909173341,0.00253293406
4857,2025-03-06,DL,ATL,FSD,21,4,13.3,295.2,16.0,Clear,-9.0,4.0,0,0.002909173341,0.00253293406
4858,2025-03-06,DL,ATL,MLB,21,4,13.3,295.2,16.0,Clear,-8.0,-12.0,0,0.002909173341,0.00253293406
4859,2025-03-06,DL,ATL,MYR,21,4,13.3,295.2,16.0,Clear,55.0,53.0,1,0.002909173341,0.00253293406
4860,2025-03-06,DL,ATL,LGA,21,4,13.3,295.2,16.0,Clear,59.0,55.0,1,0.002909173341,0.00253293406
4861,2025-03-06,OO,ATL,FAY,21,4,13.3,295.2,16.0,Clear,-8.0,-8.0,0,0.002909173341,0.003757959073
4862,2025-03-06,DL,ATL,PVD,21,4,13.3,295.2,16.0,Clear,-3.0,8.0,0,0.002909173341,0.00253293406
4863,2025-03-06,DL,ATL,MSY,21,4,13.3,295.2,16.0,Clear,50.0,38.0,1,0.002909173341,0.00253293406
4864,2025-03-06,DL,ATL,BHM,21,4,13.3,295.2,16.0,Clear,-2.0,-7.0,0,0.002909173341,0.00253293406
4865,2025-03-06,DL,ATL,FLL,21,4,13.3,295.2,16.0,Clear,1.0,-2.0,0,0.002909173341,0.00253293406
4866,2025-03-06,DL,ATL,CHS,21,4,13.3,295.2,16.0,Clear,-6.0,3.0,0,0.002909173341,0.00253293406
4867,2025-03-06,DL,ATL,DAB,21,4,13.3,295.2,16.0,Clear,0.0,2.0,0,0.002909173341,0.00253293406
4868,2025-03-06,DL,ATL,SAV,21,4,13.3,295.2,16.0,Clear,-2.0,-1.0,0,0.002909173341,0.00253293406
4869,2025-03-06,DL,ATL,LAX,21,4,13.3,295.2,16.0,Clear,2.0,15.0,0,0.002909173341,0.00253293406
4870,2025-03-06,DL,ATL,GPT,21,4,13.3,295.2,16.0,Clear,-5.0,-15.0,0,0.002909173341,0.00253293406
4871,2025-03-06,DL,ATL,ICT,21,4,13.3,295.2,16.0,Clear,-5.0,-4.0,0,0.002909173341,0.00253293406
4872,2025-03-06,DL,ATL,BTR,21,4,13.3,295.2,16.0,Clear,-9.0,-20.0,0,0.002909173341,0.00253293406
4873,2025-03-06,DL,ATL,GRB,21,4,13.3,295.2,16.0,Clear,31.0,37.0,1,0.002909173341,0.00253293406
4874,2025-03-06,DL,ATL,SYR,21,4,13.3,295.2,16.0,Clear,6.0,13.0,0,0.002909173341,0.00253293406
4875,2025-03-06,NK,ATL,DFW,21,4,13.3,295.2,16.0,Clear,-3.0,-11.0,0,0.002909173341,0.001815614282
4876,2025-03-06,DL,ATL,MSN,21,4,13.3,295.2,16.0,Clear,-6.0,-11.0,0,0.002909173341,0.00253293406
4877,2025-03-06,NK,ATL,FLL,21,4,13.3,295.2,16.0,Clear,5.0,2.0,0,0.002909173341,0.001815614282
4878,2025-03-06,DL,ATL,DAY,21,4,13.3,295.2,16.0,Clear,-4.0,1.0,0,0.002909173341,0.00253293406
4879,2025-03-06,DL,ATL,GRR,21,4,13.3,295.2,16.0,Clear,-5.0,34.0,1,0.002909173341,0.00253293406
4880,2025-03-06,DL,ATL,TPA,21,4,13.3,295.2,16.0,Clear,35.0,23.0,1,0.002909173341,0.00253293406
4881,2025-03-06,DL,ATL,MDT,21,4,13.3,295.2,16.0,Clear,171.0,165.0,1,0.002909173341,0.00253293406
4882,2025-03-06,OO,ATL,EVV,21,4,13.3,295.2,16.0,Clear,-5.0,-2.0,0,0.002909173341,0.003757959073
4883,2025-03-06,OO,ATL,MGM,21,4,13.3,295.2,16.0,Clear,163.0,156.0,1,0.002909173341,0.003757959073
4884,2025-03-06,DL,ATL,DCA,21,4,13.3,295.2,16.0,Clear,40.0,39.0,1,0.002909173341,0.00253293406
4885,2025-03-06,DL,ATL,LAS,21,4,13.3,295.2,16.0,Clear,5.0,11.0,0,0.002909173341,0.00253293406
4886,2025-03-06,DL,ATL,BDL,21,4,13.3,295.2,16.0,Clear,-7.0,4.0,0,0.002909173341,0.00253293406
4887,2025-03-06,DL,ATL,BUF,21,4,13.3,295.2,16.0,Clear,-6.0,-6.0,0,0.002909173341,0.00253293406
4888,2025-03-06,DL,ATL,ROC,22,4,11.7,259.2,16.1,Clear,51.0,60.0,1,0.002909173341,0.00253293406
4889,2025-03-06,F9,ATL,BOS,22,4,11.7,259.2,16.1,Clear,-4.0,-12.0,0,0.002909173341,0.002440836251
4890,2025-03-06,DL,ATL,MCO,22,4,11.7,259.2,16.1,Clear,-1.0,-7.0,0,0.002909173341,0.00253293406
4891,2025-03-06,NK,ATL,BWI,22,4,11.7,259.2,16.1,Clear,-2.0,3.0,0,0.002909173341,0.001815614282
4892,2025-03-06,DL,ATL,BOS,22,4,11.7,259.2,16.1,Clear,7.0,0.0,0,0.002909173341,0.00253293406
4893,2025-03-06,DL,ATL,CLT,22,4,11.7,259.2,16.1,Clear,42.0,40.0,1,0.002909173341,0.00253293406
4894,2025-03-06,DL,ATL,RIC,22,4,11.7,259.2,16.1,Clear,14.0,12.0,0,0.002909173341,0.00253293406
4895,2025-03-06,DL,ATL,PIT,22,4,11.7,259.2,16.1,Clear,-3.0,-6.0,0,0.002909173341,0.00253293406
4896,2025-03-06,DL,ATL,CMH,22,4,11.7,259.2,16.1,Clear,-8.0,-12.0,0,0.002909173341,0.00253293406
4897,2025-03-06,DL,ATL,JFK,22,4,11.7,259.2,16.1,Clear,11.0,2.0,0,0.002909173341,0.00253293406
4898,2025-03-06,DL,ATL,ORF,22,4,11.7,259.2,16.1,Clear,22.0,31.0,1,0.002909173341,0.00253293406
4899,2025-03-06,DL,ATL,IND,22,4,11.7,259.2,16.1,Clear,-3.0,-5.0,0,0.002909173341,0.00253293406
4900,2025-03-06,DL,ATL,OMA,22,4,11.7,259.2,16.1,Clear,-3.0,1.0,0,0.002909173341,0.00253293406
4901,2025-03-06,DL,ATL,DFW,22,4,11.7,259.2,16.1,Clear,17.0,25.0,1,0.002909173341,0.00253293406
4902,2025-03-06,DL,ATL,OKC,22,4,11.7,259.2,16.1,Clear,-8.0,-9.0,0,0.002909173341,0.00253293406
4903,2025-03-06,DL,ATL,LEX,22,4,11.7,259.2,16.1,Clear,-8.0,-13.0,0,0.002909173341,0.00253293406
4904,2025-03-06,DL,ATL,MCI,22,4,11.7,259.2,16.1,Clear,-2.0,-8.0,0,0.002909173341,0.00253293406
4905,2025-03-06,DL,ATL,PBI,22,4,11.7,259.2,16.1,Clear,-2.0,-6.0,0,0.002909173341,0.00253293406
4906,2025-03-06,DL,ATL,FLL,22,4,11.7,259.2,16.1,Clear,-2.0,-6.0,0,0.002909173341,0.00253293406
4907,2025-03-06,DL,ATL,CVG,22,4,11.7,259.2,16.1,Clear,-9.0,-9.0,0,0.002909173341,0.00253293406
4908,2025-03-06,DL,ATL,ROA,22,4,11.7,259.2,16.1,Clear,25.0,27.0,1,0.002909173341,0.00253293406
4909,2025-03-06,DL,ATL,RDU,22,4,11.7,259.2,16.1,Clear,-2.0,-4.0,0,0.002909173341,0.00253293406
4910,2025-03-06,DL,ATL,SDF,22,4,11.7,259.2,16.1,Clear,-1.0,-8.0,0,0.002909173341,0.00253293406
4911,2025-03-06,DL,ATL,IAD,22,4,11.7,259.2,16.1,Clear,-5.0,-4.0,0,0.002909173341,0.00253293406
4912,2025-03-06,DL,ATL,CAE,22,4,11.7,259.2,16.1,Clear,-8.0,-18.0,0,0.002909173341,0.00253293406
4913,2025-03-06,DL,ATL,JAN,22,4,11.7,259.2,16.1,Clear,1.0,-6.0,0,0.002909173341,0.00253293406
4914,2025-03-06,NK,ATL,LAS,22,4,11.7,259.2,16.1,Clear,-3.0,3.0,0,0.002909173341,0.001815614282
4915,2025-03-06,DL,ATL,TUL,22,4,11.7,259.2,16.1,Clear,-5.0,-4.0,0,0.002909173341,0.00253293406
4916,2025-03-06,DL,ATL,EWR,22,4,11.7,259.2,16.1,Clear,10.0,19.0,1,0.002909173341,0.00253293406
4917,2025-03-06,DL,ATL,VPS,22,4,11.7,259.2,16.1,Clear,7.0,-7.0,0,0.002909173341,0.00253293406
4918,2025-03-06,DL,ATL,IAH,22,4,11.7,259.2,16.1,Clear,8.0,9.0,0,0.002909173341,0.00253293406
4919,2025-03-06,DL,ATL,GSO,22,4,11.7,259.2,16.1,Clear,-3.0,-7.0,0,0.002909173341,0.00253293406
4920,2025-03-06,WN,ATL,DEN,22,4,11.7,259.2,16.1,Clear,5.0,5.0,0,0.002909173341,0.002384997386
4921,2025-03-06,WN,ATL,AUS,22,4,11.7,259.2,16.1,Clear,12.0,4.0,0,0.002909173341,0.002384997386
4922,2025-03-06,WN,ATL,IND,22,4,11.7,259.2,16.1,Clear,-5.0,-3.0,0,0.002909173341,0.002384997386
4923,2025-03-06,WN,ATL,MCI,22,4,11.7,259.2,16.1,Clear,-10.0,-14.0,0,0.002909173341,0.002384997386
4924,2025-03-06,WN,ATL,BNA,22,4,11.7,259.2,16.1,Clear,-4.0,-13.0,0,0.002909173341,0.002384997386
4925,2025-03-06,WN,ATL,HOU,22,4,11.7,259.2,16.1,Clear,-3.0,-16.0,0,0.002909173341,0.002384997386
4926,2025-03-06,WN,ATL,MKE,22,4,11.7,259.2,16.1,Clear,32.0,29.0,1,0.002909173341,0.002384997386
4927,2025-03-06,WN,ATL,CMH,22,4,11.7,259.2,16.1,Clear,14.0,17.0,1,0.002909173341,0.002384997386
4928,2025-03-06,F9,ATL,BWI,22,4,11.7,259.2,16.1,Clear,20.0,21.0,1,0.002909173341,0.002440836251
4929,2025-03-06,DL,ATL,HSV,22,4,11.7,259.2,16.1,Clear,-1.0,-12.0,0,0.002909173341,0.00253293406
4930,2025-03-06,DL,ATL,CHS,22,4,11.7,259.2,16.1,Clear,-3.0,-1.0,0,0.002909173341,0.00253293406
4931,2025-03-06,DL,ATL,LIT,22,4,11.7,259.2,16.1,Clear,-3.0,-5.0,0,0.002909173341,0.00253293406
4932,2025-03-06,DL,ATL,JAX,22,4,11.7,259.2,16.1,Clear,29.0,23.0,1,0.002909173341,0.00253293406
4933,2025-03-06,DL,ATL,SAT,22,4,11.7,259.2,16.1,Clear,-1.0,-11.0,0,0.002909173341,0.00253293406
4934,2025-03-06,DL,ATL,ORD,22,4,11.7,259.2,16.1,Clear,2.0,7.0,0,0.002909173341,0.00253293406
4935,2025-03-06,DL,ATL,MSP,22,4,11.7,259.2,16.1,Clear,32.0,35.0,1,0.002909173341,0.00253293406
4936,2025-03-06,F9,ATL,DFW,22,4,11.7,259.2,16.1,Clear,-2.0,-4.0,0,0.002909173341,0.002440836251
4937,2025-03-06,WN,ATL,SAT,22,4,11.7,259.2,16.1,Clear,-4.0,-27.0,0,0.002909173341,0.002384997386
4938,2025-03-06,WN,ATL,BWI,22,4,11.7,259.2,16.1,Clear,-1.0,-10.0,0,0.002909173341,0.002384997386
4939,2025-03-06,WN,ATL,MDW,22,4,11.7,259.2,16.1,Clear,70.0,54.0,1,0.002909173341,0.002384997386
4940,2025-03-06,DL,ATL,MIA,22,4,11.7,259.2,16.1,Clear,12.0,-5.0,0,0.002909173341,0.00253293406
4941,2025-03-06,DL,ATL,MKE,22,4,11.7,259.2,16.1,Clear,1.0,6.0,0,0.002909173341,0.00253293406
4942,2025-03-06,DL,ATL,RSW,22,4,11.7,259.2,16.1,Clear,-5.0,-10.0,0,0.002909173341,0.00253293406
4943,2025-03-06,DL,ATL,CLE,22,4,11.7,259.2,16.1,Clear,-5.0,2.0,0,0.002909173341,0.00253293406
4944,2025-03-06,DL,ATL,MSY,22,4,11.7,259.2,16.1,Clear,3.0,10.0,0,0.002909173341,0.00253293406
4945,2025-03-06,DL,ATL,MEM,22,4,11.7,259.2,16.1,Clear,-10.0,-14.0,0,0.002909173341,0.00253293406
